				BA_1	BA_2	BA_3	BA_4	SF_1	SF_2	SF_3	SF_4
ENSBTAG00000050565	#VALUE!	-	ENSBTAG00000050565	0	0	0	0	0	6	0	7
ENSBTAG00000050566	#VALUE!	-	ENSBTAG00000050566	0	0	0	0.05	0	0	0	0
ENSBTAG00000050567	#VALUE!	-	ENSBTAG00000050567	0	0	1	2	0	0	0	0
ENSBTAG00000050568	#VALUE!	-	ENSBTAG00000050568	0	0	0	0	0	0	0	0
ENSBTAG00000050569	#VALUE!	-	ENSBTAG00000050569	0	1	5	8	3	0	3	3
ENSBTAG00000050570	#VALUE!	-	ENSBTAG00000050570	9	0	0	0	4	0	2	0
ENSBTAG00000050571	#VALUE!	-	ENSBTAG00000050571	0	0	0	0	0	0	0	0
ENSBTAG00000050572	#VALUE!	-	ENSBTAG00000050572	0	0	0	0	0	0	0	0
ENSBTAG00000050573	#VALUE!	-	ENSBTAG00000050573	0	0	0	0	0	0	0	0
ENSBTAG00000050574_CTF2	CTF2	CTF2	CTF2	0	2	0	0	0	0	0	1
ENSBTAG00000050575	#VALUE!	-	ENSBTAG00000050575	0	0	0	0	0	0	0	0
ENSBTAG00000050576_OR52A1F	OR52A1F	OR52A1F	OR52A1F	0	0	0	0	0	0	0	0
ENSBTAG00000050577_bta-mir-12028	bta-mir-12028	bta-mir-12028	bta-mir-12028	0	0	0	0	0	0	0	0
ENSBTAG00000050578_U6	U6	U6	U6	0	0	0	0	0	0	0	0
ENSBTAG00000050579	#VALUE!	-	ENSBTAG00000050579	0	2.72	6.21	1.02	4.14	1.03	4.02	4.03
ENSBTAG00000050580	#VALUE!	-	ENSBTAG00000050580	0	0	0	0	0	0	0	0
ENSBTAG00000050581	#VALUE!	-	ENSBTAG00000050581	3953.85	1188.39	15689.78	1005.11	11663.58	6254.48	93089.59	7924.9
ENSBTAG00000050582	#VALUE!	-	ENSBTAG00000050582	0	0	0	0	0	0	0	0
ENSBTAG00000050583	#VALUE!	-	ENSBTAG00000050583	0	0	0	0	0	0	0	0
ENSBTAG00000050584	#VALUE!	-	ENSBTAG00000050584	3	0	0	2	0	0	0	0
ENSBTAG00000050585	#VALUE!	-	ENSBTAG00000050585	2	0	0	1	0	0	0	0
ENSBTAG00000050586	#VALUE!	-	ENSBTAG00000050586	3	0	0	0	2	0	0	0
ENSBTAG00000050587_U6	U6	U6	U6	0	0	0	0	0	0	0	0
ENSBTAG00000050588	#VALUE!	-	ENSBTAG00000050588	0	0	0	0	0	0	0	0
ENSBTAG00000050589	#VALUE!	-	ENSBTAG00000050589	0	0	0	0	0	0	0	0
ENSBTAG00000050590	#VALUE!	-	ENSBTAG00000050590	0	0	0	0	0	0	0	0
ENSBTAG00000050591	#VALUE!	-	ENSBTAG00000050591	0	0	0	0	0	0	0	0
ENSBTAG00000050592	#VALUE!	-	ENSBTAG00000050592	0	0	0	0	0	0	0	0
ENSBTAG00000050593	#VALUE!	-	ENSBTAG00000050593	0	0	0	0	0	0	0	0
ENSBTAG00000050594	#VALUE!	-	ENSBTAG00000050594	0	2.02	1.02	0	0	0	0	1.04
ENSBTAG00000050595	#VALUE!	-	ENSBTAG00000050595	4	1	5	5	11	3	4	5
ENSBTAG00000050596	#VALUE!	-	ENSBTAG00000050596	0	0	0	0	0	0	0	0
ENSBTAG00000050597	#VALUE!	-	ENSBTAG00000050597	947	870	568	846	332	450	367	491
ENSBTAG00000050598	#VALUE!	-	ENSBTAG00000050598	0	0	0	0	0	0	0	0
ENSBTAG00000050599	#VALUE!	-	ENSBTAG00000050599	0	0	0	0	0	0	0	0
ENSBTAG00000050600_U6	U6	U6	U6	0	0	0	0	0	0	0	0
ENSBTAG00000050601	#VALUE!	-	ENSBTAG00000050601	0	0	0	1	0	0	0	0
ENSBTAG00000050602_HAS3	HAS3	HAS3	HAS3	85	88	115	76	71	61	30	29
ENSBTAG00000050603_WC1.3	WC1.3	WC1.3	WC1.3	13.94	0	0	0	0	0	0	0
ENSBTAG00000050604	#VALUE!	-	ENSBTAG00000050604	0	0	0	0	0	0	0	0
ENSBTAG00000050605	#VALUE!	-	ENSBTAG00000050605	0	0	0	0	0	0	0	0
ENSBTAG00000050606	#VALUE!	-	ENSBTAG00000050606	0	0	0	0	0	0	0	0
ENSBTAG00000050607	#VALUE!	-	ENSBTAG00000050607	0	0	0	0	0	0	0	0
ENSBTAG00000050608	#VALUE!	-	ENSBTAG00000050608	0	0	0	0	0	0	0	0
ENSBTAG00000050609_bta-mir-2285bl	bta-mir-2285bl	bta-mir-2285bl	bta-mir-2285bl	0	0	0	0	0	0	0	0
ENSBTAG00000050610	#VALUE!	-	ENSBTAG00000050610	0	0	0	0	0	0	0	0
ENSBTAG00000050611	#VALUE!	-	ENSBTAG00000050611	444	339.44	342.98	293.35	1273.55	1143	1014.63	1149.24
ENSBTAG00000050612_bta-mir-2285b-2	bta-mir-2285b-2	bta-mir-2285b-2	bta-mir-2285b-2	0	0	0	0	0	0	0	0
ENSBTAG00000050613	#VALUE!	-	ENSBTAG00000050613	0	0	0	0	0	0	0	0
ENSBTAG00000050614_H2AC4	H2AC4	H2AC4	H2AC4	0	0	3	0	0	0	1	0
ENSBTAG00000050615_U6	U6	U6	U6	0	0	0	0	0	0	0	0
ENSBTAG00000050616	#VALUE!	-	ENSBTAG00000050616	0	0	0	0	0	0	0	0
ENSBTAG00000050617	#VALUE!	-	ENSBTAG00000050617	0	0	0	0	0	0	0	0
ENSBTAG00000050618	#VALUE!	-	ENSBTAG00000050618	0	0	0	0	0	0	0	0
ENSBTAG00000050619_U6	U6	U6	U6	0	0	0	0	0	0	0	0
ENSBTAG00000050620	#VALUE!	-	ENSBTAG00000050620	5	11	0	2	2	0	0	0
ENSBTAG00000050621	#VALUE!	-	ENSBTAG00000050621	434	715	530	1024	387	409	317	544
ENSBTAG00000050622	#VALUE!	-	ENSBTAG00000050622	0	2	0	0	0	0	0	0
ENSBTAG00000050623	#VALUE!	-	ENSBTAG00000050623	0	0	0	0	0	0	0	0
ENSBTAG00000050624	#VALUE!	-	ENSBTAG00000050624	0	0	0	0	0	0	0	0
ENSBTAG00000050625	#VALUE!	-	ENSBTAG00000050625	0	0	0	0	0	2	0	0
ENSBTAG00000050626	#VALUE!	-	ENSBTAG00000050626	0	0	0	0	0	0	0	0
ENSBTAG00000050627	#VALUE!	-	ENSBTAG00000050627	1	0	0	0	0	0	0	1.01
ENSBTAG00000050628	#VALUE!	-	ENSBTAG00000050628	2	3	0	3	0	0	0	3
ENSBTAG00000050629_OR1L4	OR1L4	OR1L4	OR1L4	0	0	0	0	0	0	0	0
ENSBTAG00000050630_DEFB13	DEFB13	DEFB13	DEFB13	6	3	1	14.24	8.83	4	5.12	3
ENSBTAG00000050631	#VALUE!	-	ENSBTAG00000050631	0	0	0	0	0	0	0	0
ENSBTAG00000050632	#VALUE!	-	ENSBTAG00000050632	0	0	0	1	0	0	0	0
ENSBTAG00000050633_PLA2G2F	PLA2G2F	PLA2G2F	PLA2G2F	0	0	0	0	0	0	0	0
ENSBTAG00000050634	#VALUE!	-	ENSBTAG00000050634	0	0	0	0	0	0	0	0
ENSBTAG00000050635_U6	U6	U6	U6	0	0	0	0	0	0	0	0
ENSBTAG00000050636	#VALUE!	-	ENSBTAG00000050636	0	0	0	1	0	0	0	0
ENSBTAG00000050637	#VALUE!	-	ENSBTAG00000050637	0	0	0	0	0	0	0	0
ENSBTAG00000050638	#VALUE!	-	ENSBTAG00000050638	0	0	0	0	6	0	0	0
ENSBTAG00000050639	#VALUE!	-	ENSBTAG00000050639	0	0	0	0	0	0	0	0
ENSBTAG00000050640	#VALUE!	-	ENSBTAG00000050640	0	0	0	1	0	0	0	0
ENSBTAG00000050641_bta-mir-6536-1	bta-mir-6536-1	bta-mir-6536-1	bta-mir-6536-1	0	0	0	0	0	0	0	0
ENSBTAG00000050642	#VALUE!	-	ENSBTAG00000050642	0	0	0	0	0	0	0	0
ENSBTAG00000050643_SNORD62	SNORD62	SNORD62	SNORD62	0	0	0	0	0	0	0	0
ENSBTAG00000050644	#VALUE!	-	ENSBTAG00000050644	4	12	2	4	0	0	1	0
ENSBTAG00000050645	#VALUE!	-	ENSBTAG00000050645	5.09	13.36	8.15	5.15	2.04	5.15	2.03	2.1
ENSBTAG00000050646	#VALUE!	-	ENSBTAG00000050646	0	0	0	0	0	0	0	0
ENSBTAG00000050647	#VALUE!	-	ENSBTAG00000050647	63.32	53.93	33.09	70.49	29.1	19.48	18.69	6.05
ENSBTAG00000050648	#VALUE!	-	ENSBTAG00000050648	0	0	0	0	0	0	0	0
ENSBTAG00000050649	#VALUE!	-	ENSBTAG00000050649	0	0	0	0	0	0	0	0
ENSBTAG00000050650	#VALUE!	-	ENSBTAG00000050650	0	0	2	0	0	0	0	0
ENSBTAG00000050651_OR52S23	OR52S23	OR52S23	OR52S23	0	0	0	0	0	0	0	0
ENSBTAG00000050652	#VALUE!	-	ENSBTAG00000050652	0	0	0	0	0	0	0	0
ENSBTAG00000050653	#VALUE!	-	ENSBTAG00000050653	0	0	0	0	0	0	0	0
ENSBTAG00000050654	#VALUE!	-	ENSBTAG00000050654	4	15	4	5	1	2	1	2
ENSBTAG00000050655	#VALUE!	-	ENSBTAG00000050655	0	0	0	0	0	0	0	0
ENSBTAG00000050656_U6	U6	U6	U6	0	0	0	0	0	0	0	0
ENSBTAG00000050657	#VALUE!	-	ENSBTAG00000050657	0	0	0	0	0	0	0	0
ENSBTAG00000050658	#VALUE!	-	ENSBTAG00000050658	0	0	0	0	0	0	0	0
ENSBTAG00000050659_OR8G3L	OR8G3L	OR8G3L	OR8G3L	0	0	0	0	0	0	0	0
ENSBTAG00000050660	#VALUE!	-	ENSBTAG00000050660	0	0	0	0	0	0	0	0
ENSBTAG00000050661_IFNT3	IFNT3	IFNT3	IFNT3	0	0	0	0	0	0	0	0
ENSBTAG00000050662	#VALUE!	-	ENSBTAG00000050662	0	0	0	0	0	0	0	0
ENSBTAG00000050663	#VALUE!	-	ENSBTAG00000050663	0	0	0	0	0	0	0	0
ENSBTAG00000050664_U2	U2	U2	U2	0	3.27	0	1.22	1.72	0	0	0
ENSBTAG00000050665	#VALUE!	-	ENSBTAG00000050665	0	0	0	2	0	0	0	0
ENSBTAG00000050666	#VALUE!	-	ENSBTAG00000050666	0	0	0	0	0	0	0	0
ENSBTAG00000050667	#VALUE!	-	ENSBTAG00000050667	0	0	0	0	0	0	0	0
ENSBTAG00000050668	#VALUE!	-	ENSBTAG00000050668	0	0	0	0	1	0	0	0
ENSBTAG00000050669	#VALUE!	-	ENSBTAG00000050669	0	0	0	0	0	0	0	1
ENSBTAG00000050670	#VALUE!	-	ENSBTAG00000050670	0	0	0	0	0	0	0	0
ENSBTAG00000050671	#VALUE!	-	ENSBTAG00000050671	0	0	1	0	0	0	0	0
ENSBTAG00000050672_U6	U6	U6	U6	0	0	0	0	0	0	0	0
ENSBTAG00000050673	#VALUE!	-	ENSBTAG00000050673	0	0	0	0	0	0	0	0
ENSBTAG00000050674	#VALUE!	-	ENSBTAG00000050674	0	0	0	0	0	0	0	0
ENSBTAG00000050675_BOLA3	BOLA3	BOLA3	BOLA3	833	578	694	742	327	97	117	169
ENSBTAG00000050676_OR56A9	OR56A9	OR56A9	OR56A9	0	0	0	0	0	0	0	0
ENSBTAG00000050677	#VALUE!	-	ENSBTAG00000050677	0	0	0	0	0	0	0	0
ENSBTAG00000050678	#VALUE!	-	ENSBTAG00000050678	0	0	0	0	0	0	0	0
ENSBTAG00000050679	#VALUE!	-	ENSBTAG00000050679	0	0	0	0	0	0	0	0
ENSBTAG00000050680	#VALUE!	-	ENSBTAG00000050680	0	0	0	0	0	0	0	0
ENSBTAG00000050681	#VALUE!	-	ENSBTAG00000050681	0	0	0	0	0	0	0	0
ENSBTAG00000050682	#VALUE!	-	ENSBTAG00000050682	0	0	0	0	0	0	0	0
ENSBTAG00000050683	#VALUE!	-	ENSBTAG00000050683	0	0	0	0	0	0	0	0
ENSBTAG00000050684_U6	U6	U6	U6	0	0	0	0	0	0	0	0
ENSBTAG00000050685	#VALUE!	-	ENSBTAG00000050685	0	0	0	0	0	0	0	0
ENSBTAG00000050686	#VALUE!	-	ENSBTAG00000050686	0	0	0	0	0	0	0	0
ENSBTAG00000050687	#VALUE!	-	ENSBTAG00000050687	0	0	0	0	0	0	0	0
ENSBTAG00000050688	#VALUE!	-	ENSBTAG00000050688	0	0	0	0	1	3	0	2
ENSBTAG00000050689	#VALUE!	-	ENSBTAG00000050689	0	0	0	0	0	0	0	0
ENSBTAG00000050690	#VALUE!	-	ENSBTAG00000050690	0	0	0	0	0	0	0	0
ENSBTAG00000050691_BMP8A	BMP8A	BMP8A	BMP8A	0	0	0	0	0	0	0	0
ENSBTAG00000050692	#VALUE!	-	ENSBTAG00000050692	0	0	0	0	0	0	0	0
ENSBTAG00000050693	#VALUE!	-	ENSBTAG00000050693	0	0	0	0	0	0	0	0
ENSBTAG00000050694	#VALUE!	-	ENSBTAG00000050694	11	17	10	72	7	10	34	40
ENSBTAG00000050695	#VALUE!	-	ENSBTAG00000050695	0	0	0	0	0	0	0	0
ENSBTAG00000050696_KLHDC3	KLHDC3	KLHDC3	KLHDC3	487	615	436	709	330	975	667	851
ENSBTAG00000050697	#VALUE!	-	ENSBTAG00000050697	0	0	0	0	0	0	0	0
ENSBTAG00000050698	#VALUE!	-	ENSBTAG00000050698	0	0	0	0	0	0	0	0
ENSBTAG00000050699	#VALUE!	-	ENSBTAG00000050699	0	0	1	1	0	0	1.05	0
ENSBTAG00000050700_SNORD16	SNORD16	SNORD16	SNORD16	0	0	0	0	0	0	0	0
ENSBTAG00000050701	#VALUE!	-	ENSBTAG00000050701	0	0	0	0	0	0	0	0
ENSBTAG00000050702_OR9S41	OR9S41	OR9S41	OR9S41	0	0	0	0	0	0	0	0
ENSBTAG00000050703	#VALUE!	-	ENSBTAG00000050703	0	0	0	0	0	0	0	0
ENSBTAG00000050704	#VALUE!	-	ENSBTAG00000050704	0	0	0	0	0	0	0	0
ENSBTAG00000050705_FAM133B	FAM133B	FAM133B	FAM133B	138.92	158.73	55.68	111.44	78.76	62.63	45.76	78.7
ENSBTAG00000050706	#VALUE!	-	ENSBTAG00000050706	0	0	0	0	0	0	0	0
ENSBTAG00000050707_bta-mir-10225a	bta-mir-10225a	bta-mir-10225a	bta-mir-10225a	0	0	0	0	0	0	0	0
ENSBTAG00000050708	#VALUE!	-	ENSBTAG00000050708	0	0	0	0	0	0	0	0
ENSBTAG00000050709_DIAPH2	DIAPH2	DIAPH2	DIAPH2	38	38	45	33	20	26	30	19
ENSBTAG00000050710	#VALUE!	-	ENSBTAG00000050710	0	0	0	0	0	0	0	0
ENSBTAG00000050711	#VALUE!	-	ENSBTAG00000050711	0	0	0	0	0	0	0	0
ENSBTAG00000050712_EHD1	EHD1	EHD1	EHD1	220	184	189	145	310	366	577	219
ENSBTAG00000050713	#VALUE!	-	ENSBTAG00000050713	0	0	0	0	0	3	0	0
ENSBTAG00000050714	#VALUE!	-	ENSBTAG00000050714	2	11	3	0	0	6	10	1
ENSBTAG00000050715	#VALUE!	-	ENSBTAG00000050715	0	0	0	0	0	0	0	0
ENSBTAG00000050716	#VALUE!	-	ENSBTAG00000050716	0	0	0	0	0	0	0	0
ENSBTAG00000050717	#VALUE!	-	ENSBTAG00000050717	0	0	0	0	0	0	0	0
ENSBTAG00000050718_TMEM18	TMEM18	TMEM18	TMEM18	69	61	109	48	38	37	64	46
ENSBTAG00000050719_PLA2G2D1	PLA2G2D1	PLA2G2D1	PLA2G2D1	5.89	0	5.65	0	0	0	0	0
ENSBTAG00000050720	#VALUE!	-	ENSBTAG00000050720	0	0	0	0	0	0	0	0
ENSBTAG00000050721	#VALUE!	-	ENSBTAG00000050721	0	0	0	0	0	0	0	0
ENSBTAG00000050722_PHPT1	PHPT1	PHPT1	PHPT1	577	494	657	710	435	306	427	526
ENSBTAG00000050723	#VALUE!	-	ENSBTAG00000050723	0	0	1	0	0	0	0	0
ENSBTAG00000050724	#VALUE!	-	ENSBTAG00000050724	0	0	0	0	0	0	0	0
ENSBTAG00000050725	#VALUE!	-	ENSBTAG00000050725	0	0	0	0	0	0	0	0
ENSBTAG00000050726_CD300H	CD300H	CD300H	CD300H	4	3	3	0	0	0	0	0
ENSBTAG00000050727	#VALUE!	-	ENSBTAG00000050727	0	0	0	0	0	0	0	0
ENSBTAG00000050728	#VALUE!	-	ENSBTAG00000050728	0	0	0	0	0	0	0	0
ENSBTAG00000050729	#VALUE!	-	ENSBTAG00000050729	0	0	0	0	0	0	0	0
ENSBTAG00000050730_LDOC1	LDOC1	LDOC1	LDOC1	0	0	0	0	0	0	0	0
ENSBTAG00000050731	#VALUE!	-	ENSBTAG00000050731	0	0	0	0	0	0	0	0
ENSBTAG00000050732	#VALUE!	-	ENSBTAG00000050732	0	0	0	0	0	0	0	2
ENSBTAG00000050733_ATP6AP1L	ATP6AP1L	ATP6AP1L	ATP6AP1L	14	0	7	0	0	10	0	6
ENSBTAG00000050734	#VALUE!	-	ENSBTAG00000050734	0	0	1	0	0	0	0	0
ENSBTAG00000050735	#VALUE!	-	ENSBTAG00000050735	0	0	0	0	0	0	1	0
ENSBTAG00000050736_bta-mir-12050	bta-mir-12050	bta-mir-12050	bta-mir-12050	0	0	0	0	0	0	0	0
ENSBTAG00000050737	#VALUE!	-	ENSBTAG00000050737	0	0	0	0	0	0	0	0
ENSBTAG00000050738_bta-mir-9851	bta-mir-9851	bta-mir-9851	bta-mir-9851	0	0	0	0	0	0	0	0
ENSBTAG00000050739	#VALUE!	-	ENSBTAG00000050739	0	1	5	3	0	0	0	1
ENSBTAG00000050740_U6	U6	U6	U6	0	0	0	0	0	0	0	0
ENSBTAG00000050741	#VALUE!	-	ENSBTAG00000050741	1	0	0	0	0	0	0	0
ENSBTAG00000050742	#VALUE!	-	ENSBTAG00000050742	0	0	0	0	0	0	0	0
ENSBTAG00000050743	#VALUE!	-	ENSBTAG00000050743	0	0	0	0	0	0	0	0
ENSBTAG00000050744	#VALUE!	-	ENSBTAG00000050744	1.03	0	0	1.01	0	0	0	0
ENSBTAG00000050745	#VALUE!	-	ENSBTAG00000050745	0	0	0	0	0	0	0	0
ENSBTAG00000050746	#VALUE!	-	ENSBTAG00000050746	0	0	0	0	0	0	0	0
ENSBTAG00000050747	#VALUE!	-	ENSBTAG00000050747	0	0	0	1	0	0	0	0
ENSBTAG00000050748	#VALUE!	-	ENSBTAG00000050748	27	26	17	8	5	21	25	13
ENSBTAG00000050749	#VALUE!	-	ENSBTAG00000050749	0	0	1	0	0	0	0	0
ENSBTAG00000050750_bta-mir-11989	bta-mir-11989	bta-mir-11989	bta-mir-11989	0	0	0	0	0	0	0	0
ENSBTAG00000050751_U6	U6	U6	U6	0	0	0	0	0	0	0	0
ENSBTAG00000050752	#VALUE!	-	ENSBTAG00000050752	0	0	0	0	0	0	0	0
ENSBTAG00000050753	#VALUE!	-	ENSBTAG00000050753	0	0	0	0	0	0	0	0
ENSBTAG00000050754	#VALUE!	-	ENSBTAG00000050754	1	0	0	0	0	0	0	0
ENSBTAG00000050755	#VALUE!	-	ENSBTAG00000050755	0	0	0	0	0	0	0	0
ENSBTAG00000050756_bta-mir-2484	bta-mir-2484	bta-mir-2484	bta-mir-2484	0	0	0	0	0	0	0	0
ENSBTAG00000050757_DSB	DSB	DSB	DSB	0	0	3	0	0	0	0	0
ENSBTAG00000050758	#VALUE!	-	ENSBTAG00000050758	0	0	0	0	0	0	0	0
ENSBTAG00000050759_OR7A10	OR7A10	OR7A10	OR7A10	0	0	0	0	0	0	0	0
ENSBTAG00000050760	#VALUE!	-	ENSBTAG00000050760	0	0	0	0	0	0	0	0
ENSBTAG00000050761	#VALUE!	-	ENSBTAG00000050761	0	0	0	0	0	0	0	0
ENSBTAG00000050762_OR56B2E	OR56B2E	OR56B2E	OR56B2E	0	0	0	0	0	0	0	0
ENSBTAG00000050763_PXYLP1	PXYLP1	PXYLP1	PXYLP1	10	55	33	45	0	33	9	26
ENSBTAG00000050764	#VALUE!	-	ENSBTAG00000050764	0	0	0	0	0	0	0	0
ENSBTAG00000050765	#VALUE!	-	ENSBTAG00000050765	0	0	0	0	0	0	0	0
ENSBTAG00000050766	#VALUE!	-	ENSBTAG00000050766	0	0	0	0	0	0	0	0
ENSBTAG00000050767	#VALUE!	-	ENSBTAG00000050767	0	0	0	0	0	0	0	0
ENSBTAG00000050768_bta-mir-2285cj	bta-mir-2285cj	bta-mir-2285cj	bta-mir-2285cj	0	0	0	0	0	0	0	0
ENSBTAG00000050769	#VALUE!	-	ENSBTAG00000050769	0	0	0	0	0	0	0	0
ENSBTAG00000050770	#VALUE!	-	ENSBTAG00000050770	24	3	9	14	24	3	2	18
ENSBTAG00000050771	#VALUE!	-	ENSBTAG00000050771	0	0	0	0	0	0	0	0
ENSBTAG00000050772	#VALUE!	-	ENSBTAG00000050772	0	0	0	0	0	0	0	0
ENSBTAG00000050773	#VALUE!	-	ENSBTAG00000050773	0	0	0	0	0	0	0	0
ENSBTAG00000050774_OR7A112	OR7A112	OR7A112	OR7A112	0	0	0	0	0	0	0	0
ENSBTAG00000050775	#VALUE!	-	ENSBTAG00000050775	0	0	0	0	0	0	0	0
ENSBTAG00000050776	#VALUE!	-	ENSBTAG00000050776	0	0	0	0	0	0	0	0
ENSBTAG00000050777	#VALUE!	-	ENSBTAG00000050777	0	0	0	0	0	0	0	0
ENSBTAG00000050778	#VALUE!	-	ENSBTAG00000050778	0	0	0	0	0	0	0	0
ENSBTAG00000050779_U6	U6	U6	U6	0	0	0	0	0	0	0	0
ENSBTAG00000050780	#VALUE!	-	ENSBTAG00000050780	0	0	0	0	0	0	0	0
ENSBTAG00000050781	#VALUE!	-	ENSBTAG00000050781	0	1	1	0	0	1	0	0
ENSBTAG00000050782	#VALUE!	-	ENSBTAG00000050782	0	0	0	0	0	0	0	0
ENSBTAG00000050783_SNTG2	SNTG2	SNTG2	SNTG2	0	0	0	0	0	0	0	0
ENSBTAG00000050784_SNORD30	SNORD30	SNORD30	SNORD30	0	0	0	0	0	0	0	0
ENSBTAG00000050785	#VALUE!	-	ENSBTAG00000050785	8	2	9	0	0	0	4	3
ENSBTAG00000050786	#VALUE!	-	ENSBTAG00000050786	0	12	0	11	19	12	51	15
ENSBTAG00000050787_5S_rRNA	5S_rRNA	5S_rRNA	5S_rRNA	0	0	0	0	0	0	0	0
ENSBTAG00000050788_bta-mir-2285dl-2	bta-mir-2285dl-2	bta-mir-2285dl-2	bta-mir-2285dl-2	0	0	0	0	0	0	0	0
ENSBTAG00000050789	#VALUE!	-	ENSBTAG00000050789	0	0	1.46	0	1.39	1.84	0	1.03
ENSBTAG00000050790_C3H1orf226	C3H1orf226	C3H1orf226	C3H1orf226	15	0	9	0	5	28	0	5
ENSBTAG00000050791	#VALUE!	-	ENSBTAG00000050791	922	644	865	988	916	712	1368	1112
ENSBTAG00000050792	#VALUE!	-	ENSBTAG00000050792	0	0	0	0	0	0	0	0
ENSBTAG00000050793	#VALUE!	-	ENSBTAG00000050793	0	0	0	0	0	0	0	0
ENSBTAG00000050794	#VALUE!	-	ENSBTAG00000050794	0.18	0	0	0	0	0	0	0
ENSBTAG00000050795	#VALUE!	-	ENSBTAG00000050795	1.3	0	0	0	0	0	2.03	0
ENSBTAG00000050796	#VALUE!	-	ENSBTAG00000050796	0	0	0	0	0	6	0	0
ENSBTAG00000050797	#VALUE!	-	ENSBTAG00000050797	0	0	0	0	0	0	0	0
ENSBTAG00000050798_U6	U6	U6	U6	0	0	0	0	0	0	0	0
ENSBTAG00000050799_TMEM151B	TMEM151B	TMEM151B	TMEM151B	0	9	0	0	0	0	22	0
ENSBTAG00000050800	#VALUE!	-	ENSBTAG00000050800	0	0	0	0	0	0	0	0
ENSBTAG00000050801	#VALUE!	-	ENSBTAG00000050801	0	0	0	0	0	5	0	0
ENSBTAG00000050802	#VALUE!	-	ENSBTAG00000050802	0	0	1	0	0	1	0	0
ENSBTAG00000050803	#VALUE!	-	ENSBTAG00000050803	0	0	0	0	0	0	0	0
ENSBTAG00000050804	#VALUE!	-	ENSBTAG00000050804	0	0	0	0	0	0	0	0
ENSBTAG00000050805_OR51F5	OR51F5	OR51F5	OR51F5	0	0	0	0	0	0	0	0
ENSBTAG00000050806	#VALUE!	-	ENSBTAG00000050806	0	0	0	0	0	0	0	0
ENSBTAG00000050807	#VALUE!	-	ENSBTAG00000050807	0	0	1	0	0	1	0	3
ENSBTAG00000050808_CPLX1	CPLX1	CPLX1	CPLX1	0	0	0	0	0	1	5	0
ENSBTAG00000050809_GIPC3	GIPC3	GIPC3	GIPC3	0	0	0	0	0	0	0	0
ENSBTAG00000050810_OR1F1	OR1F1	OR1F1	OR1F1	0	0	0	0	0	0	0	0
ENSBTAG00000050811	#VALUE!	-	ENSBTAG00000050811	0	0	0	0	0	0	0	0
ENSBTAG00000050812_bta-mir-1248-1	bta-mir-1248-1	bta-mir-1248-1	bta-mir-1248-1	0	0	0	0	0.5	0	0	0
ENSBTAG00000050813	#VALUE!	-	ENSBTAG00000050813	0	0	0	0	0	0	0	0
ENSBTAG00000050814_CFAP70	CFAP70	CFAP70	CFAP70	0	1	3	1	1	0	0	5
ENSBTAG00000050815	#VALUE!	-	ENSBTAG00000050815	0	0	0	0	0	0	0	0
ENSBTAG00000050816	#VALUE!	-	ENSBTAG00000050816	0	0	0	0	0	0	0	0
ENSBTAG00000050817	#VALUE!	-	ENSBTAG00000050817	0	0	0	0	0	0	0	0
ENSBTAG00000050818	#VALUE!	-	ENSBTAG00000050818	0	0	0	0	0	0	0	0
ENSBTAG00000050819	#VALUE!	-	ENSBTAG00000050819	0	0	0	0	0	0	0	0
ENSBTAG00000050820_bta-mir-2285bj-1	bta-mir-2285bj-1	bta-mir-2285bj-1	bta-mir-2285bj-1	0	0	0	0	0	0	0	0
ENSBTAG00000050821	#VALUE!	-	ENSBTAG00000050821	0	0	0	0	0	0	0	0
ENSBTAG00000050822	#VALUE!	-	ENSBTAG00000050822	0	0	0	0	0	0	0	0
ENSBTAG00000050823	#VALUE!	-	ENSBTAG00000050823	0	0	0	0	0	0	0	0
ENSBTAG00000050824_HS6ST1	HS6ST1	HS6ST1	HS6ST1	168	98	66	109	62	61	97	67
ENSBTAG00000050825_TMEM265	TMEM265	TMEM265	TMEM265	28	23	30	14	84	33	194	49
ENSBTAG00000050826	#VALUE!	-	ENSBTAG00000050826	0	0	0	0	0	0	0	0
ENSBTAG00000050827	#VALUE!	-	ENSBTAG00000050827	0	0	0	0	0	0	0	0
ENSBTAG00000050828	#VALUE!	-	ENSBTAG00000050828	0	0	0	0	0	0	0	0
ENSBTAG00000050829	#VALUE!	-	ENSBTAG00000050829	0	0	1	0	0	0	0	0
ENSBTAG00000050830	#VALUE!	-	ENSBTAG00000050830	0	0	0	0	0	0	0	0
ENSBTAG00000050831_U6	U6	U6	U6	0	0	0	0	0	0	0	0
ENSBTAG00000050832	#VALUE!	-	ENSBTAG00000050832	0	0	0	0	0	0	0	0
ENSBTAG00000050833	#VALUE!	-	ENSBTAG00000050833	0	1	0	5	0	0	0	0
ENSBTAG00000050834	#VALUE!	-	ENSBTAG00000050834	0	0	0	0	0	0	0	0
ENSBTAG00000050835	#VALUE!	-	ENSBTAG00000050835	0	0	0	0	0	0	0	0
ENSBTAG00000050836_bta-mir-2285cx	bta-mir-2285cx	bta-mir-2285cx	bta-mir-2285cx	0	0	0	0	0	0	0	0
ENSBTAG00000050837_DEAF1	DEAF1	DEAF1	DEAF1	44	77	92	166	43	94	31	78
ENSBTAG00000050838	#VALUE!	-	ENSBTAG00000050838	0	0	0	0	0	0	0	0
